Movie ID,Original Title,Overview,Poster Path
1016,The Shaggy Dog,"Through an ancient spell, a boy changes into a sheepdog and back again. It seems to happen at inopportune times and the spell can only be broken by an act of bravery....",/x0fTvnnRIZNyTne2BrcS8I5X20e.jpg
1017,Swiss Family Robinson,"After being shipwrecked, the Robinson family is marooned on an island inhabited only by an impressive array of wildlife. In true pioneer spirit, they quickly make themselves at home but soon face a danger even greater than nature: dastardly pirates.",/3ZItm1RcdwNuPnCaaqEFGrbVlcO.jpg
1018,That Darn Cat!,"A young woman suspects foul play when her cat comes home wearing a wristwatch. Convincing the FBI, though, and catching the bad guys is tougher than she imagined.",/by92HEWg2d4WrkgbUIPEA0ufsHI.jpg
1019,"20,000 Leagues Under the Sea","A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.",/heAEH85fdxEgV98LizHbQCL95iZ.jpg
1020,Cool Runnings,"When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican bobsled team.",/6fXuGEb7EqGmAeUodxm7l5ELPZ.jpg
1021,Angels in the Outfield,"Roger is a foster child whose irresponsible father promises to get his act together when Roger's favourite baseball team, the California Angels, wins the pennant. The problem is that the Angels are in last place, so Roger prays for help to turn the team around. Sure enough, his prayers are answered in the form of angel Al.",/7WRt6l7tiXVPG9zLco1rwy5Ffw9.jpg
1022,Cinderella,"Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!",/4nssBcQUBadCTBjrAkX46mVEKts.jpg
1023,Winnie the Pooh and the Blustery Day,"Winnie the Pooh and his friends experience high winds, heavy rains, and a flood in Hundred Acre Wood.",/5kNFx8GW0zgtLDkhfNBOMMVmJTX.jpg
1024,The Three Caballeros,"For Donald's birthday he receives a box with three gifts inside. The gifts, a movie projector, a pop-up book, and a pinata, each take Donald on wild adventures through Mexico and South America.",/nMfScRxw9wVLoO7LiEjziFAKLSK.jpg
1025,The Sword in the Stone,"Wart is a young boy who aspires to be a knight's squire. On a hunting trip he falls in on Merlin, a powerful but amnesiac wizard who has plans for him beyond mere squiredom. He starts by trying to give him an education, believing that once one has an education, one can go anywhere. Needless to say, it doesn't quite work out that way.",/dYQhKThGXl3xQv71Ysw0RSmVmBA.jpg
1027,Robin Hood: Prince of Thieves,"Nobleman crusader Robin of Locksley breaks out of a Jerusalem prison with the help of Moorish fellow prisoner Azeem and travels back home to England. But upon arrival he discovers his dead father in the ruins of his family estate, killed by the vicious sheriff of Nottingham, Robin and Azeem join forces with outlaws Little John and Will Scarlett to save the kingdom from the sheriff's villainy.",/hbRnWUNJkKKVN5mkcuC5ooqjE4e.jpg
1028,Mary Poppins,"Mr Banks is looking for a nanny for his two mischievous children and comes across Mary Poppins, an angelic nanny. She not only brings a change in their lives but also spreads happiness.",/ei8hhYCMfURfPOXKBnyl61be2iV.jpg
1029,Dumbo,"Dumbo is a baby elephant born with over-sized ears and a supreme lack of confidence. But thanks to his even more diminutive buddy Timothy the Mouse,  the pint-sized pachyderm learns to surmount all obstacles.",/xElwvLH9stNdduVnx9hx5UqEUwv.jpg
1030,Pete's Dragon,"Pete, a young orphan, runs away to a Maine fishing town with his best friend a lovable, sometimes invisible dragon named Elliott! When they are taken in by a kind lighthouse keeper, Nora, and her father, Elliott's prank playing lands them in big trouble. Then, when crooked salesmen try to capture Elliott for their own gain, Pete must attempt a daring rescue.",/noShGNQKAgMqNanJL5EiZlf6LCp.jpg
1031,Bedknobs and Broomsticks,Three children evacuated from London during World War II are forced to stay with an eccentric spinster. The children's initial fears disappear when they find out she is in fact a trainee witch.,/iE9gc9LyrQK6BKMeNb6RrlJKDb.jpg
1032,Alice in Wonderland,"On a golden afternoon, young Alice follows a White Rabbit, who disappears down a nearby rabbit hole. Quickly following him, she tumbles into the burrow - and enters the merry, topsy-turvy world of Wonderland! Memorable songs and whimsical escapades highlight Alice's journey, which culminates in a madcap encounter with the Queen of Hearts - and her army of playing cards!",/20cvfwfaFqNbe9Fc3VEHJuPRxmn.jpg
1033,The Fox and the Hound,"When a feisty little fox named Tod is adopted into a farm family, he quickly becomes friends with a fun and adorable hound puppy named Copper. Life is full of hilarious adventures until Copper is expected to take on his role as a hunting dog -- and the object of his search is his best friend!",/1382VHxqZDXu2t8i46zf4fP71JG.jpg
1034,Freeway,"Following the arrest of her mother, Ramona, young Vanessa Lutz decides to go in search of her estranged grandmother. On the way, she is given a ride by school counselor Bob Wolverton. During the journey, Lutz begins to realize that Bob is the notorious I-5 Killer and manages to escape by shooting him several times. Wounded but still very much alive, Bob pursues Lutz across the state in this modern retelling of Little Red Riding Hood.",/zUEe514X7gKhjUYjZu2efOE3U8O.jpg
1035,The Sound of Music,"In the years before the Second World War, a tomboyish postulant at an Austrian abbey is hired as a governess in the home of a widowed naval captain with seven children, and brings a new love of life and music into the home.",/5qQTu2iGTiQ2UvyGp0beQAZ2rKx.jpg
1036,Die Hard,"NYPD cop John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when, minutes after he arrives at her office, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.",/yFihWxQcmqcaBR31QM6Y8gT6aYV.jpg
1037,The Lawnmower Man,A simple man is turned into a genius through the application of computer science.,/1VLqWcel87oYVmN383FgSH0mCTY.jpg
1040,The Secret Agent,"In 1880s London, pornographic bookseller Verloc is a double agent for the Russian government, providing information to Chief Inspector Heat about a lazy anarchist organization. In order for the anarchists to be arrested, an act of terrorism must occur. So Verloc decides to set up bombs – which leads to tragedy – not only for himself but also for his family, including wife Winnie and brother-in-law, Stevie.",/6DO2BO3qp5QAyd91se4h22qifj.jpg
1041,Secrets & Lies,"After her adoptive mother dies, Hortense, a successful black optometrist, seeks out her birth mother. She's shocked when her research leads her to a working class white woman, Cynthia.",/zQBuRQ3hrLhkEsXcxteUxuxLrvs.jpg
1042,That Thing You Do!,"A Pennsylvania band scores a hit in 1964 and rides the star-making machinery as long as it can, with lots of help from its manager.",/oIaeMi7d5YsX95O1BOZtK4HeoM4.jpg
1043,To Gillian on Her 37th Birthday,"David loves his wife, Gillian. Unfortunately, she died two years ago. David deals with his grief by continuing his romance with Gillian during walks with her ""ghost"" on the beach at night. While David lives in the past, other family problems crop up in the present in the real world....",/7HGWS6WlsPzBsB7NG5JM4P8NrIv.jpg
1046,Beautiful Thing,"Set during a long, hot summer on the Thamesmead Estate in Southeast London, three teenagers edge towards adulthood.",/34fPI0phWQ189lc5O7aNf12jWPm.jpg
1047,The Long Kiss Goodnight,"Samantha Caine, suburban homemaker, is the ideal mom to her 8 year old daughter Caitlin. She lives in Honesdale, PA, is a school teacher and makes the best Rice Krispie treats in town. But when she receives a bump on her head, she begins to remember small parts of her previous life as a lethal, top-secret agent.",/yREdXX5lMFUKhTvb0ofI7mzUHlR.jpg
1049,The Ghost and the Darkness,"Sir Robert Beaumont is behind schedule on a railroad in Africa. Enlisting noted engineer John Henry Patterson to right the ship, Beaumont expects results. Everything seems great until the crew discovers the mutilated corpse of the project's foreman, seemingly killed by a lion. After several more attacks, Patterson calls in famed hunter Charles Remington, who has finally met his match in the bloodthirsty lions.",/3KEPs6RKlin9pT9fqjtW7MSLC8H.jpg
1050,Looking for Richard,"Al Pacino's deeply-felt rumination on Shakespeare's significance and relevance to the modern world through interviews and an in-depth analysis of ""Richard III.""",/2iEgEoMP1S2YWKkYkwm8cgg2bBN.jpg
1051,Trees Lounge,"Tommy has lost his job, his love and his life. He lives in a small apartment above the Trees Lounge, a bar which he frequents along with a few other regulars without lives. He gets a job driving an ice cream truck and ends up getting involved with the seventeen-year-old niece of his ex-girlfriend. This gets him into serious trouble with her father.",/2DtoVhI9RkArGbzkvctGxY578QN.jpg
1053,Normal Life,"Chris Anderson and his wife Pam live a fairly normal life until Chris loses his job on the police force and secretly turns to robbing banks to make his wife's dreams come true. Upon discovering his secret, she joins his deadly crime wave and together they terrorize an unsuspecting suburban town.",/vMqHhGE5EDovmijmDbv9MwAOqwF.jpg
1054,Get on the Bus,"Several Black men take a cross-country bus trip to attend the Million Man March in Washington, DC in 1995. On the bus are an eclectic set of characters including a laid-off aircraft worker, a man whose at-risk son is handcuffed to him, a black Republican, a former gangsta, a Hollywood actor, a cop who is of mixed racial background, and a white bus driver. All make the trek discussing issues surrounding the march, including manhood, religion, politics, and race.",/12DglJ2V73pcrPpsvIKkGycVGJM.jpg
1055,Shadow Conspiracy,"Bobby Bishop is a special assistant to the President of the United States. Accidentally, he meets his friend professor Pochenko on the street. Pochenko has time to tell Bishop about some conspiracy in the White House but then immediately gets killed by an assassin. Now bad guys are after Bobby as the only man who knows about a plot. Bishop must now not only survive, but to stop the conspirators from achieving their goal. And he doesn't know whom to trust.",/zmkT8yAkuRqAvcWGoNQRewYI2ep.jpg
1056,Jude,"In late 19th-century England, Jude aspires to be an academic, but is hobbled by his blue-collar background. Instead, he works as a stonemason and is trapped in an unloving marriage to a farmer's daughter named Arabella. But when his wife leaves him, Jude sees an opportunity to improve himself. He moves to the city and begins an affair with his married cousin, Sue, courting tragedy every step of the way.",/o0ZEG22VHIzd0IHN3Z32cao5ZtI.jpg
